,content,sentiment
4097,soooo hungry. waiting bf get home car trouble waiting mechanic help him...,0
4098,@ss yes that s meant... anything turn hirigana though.,0
4099,@pibby darn go whole weekend without em,0
4100,@alancostello well...as long tree yeh definately need go find one maybe crutch tho p,1
4101,@tegs bahah would really funny would really cut haha,1
4102,lost follower oh well probably one mute one anyway.,0
4103,@katoi awww happy birthday,1
4104,missed play,0
4105,@petronella really want shish kebab... going settle toast,0
4106,seem photo grandma together tomorrow. heart breaking,0
4107,confused amp sad. oh come quot sweet quot cheer,0
4108,@septemberblues thanks hun great,1
4109,sad panda hulu elephant show skinnamarinkydinkydink sing alongs me.,0
4110,think castle fun,1
4111,@scattyjan best cup final today. fun,1
4112,@thereal redbone stop babe u makin feel bad now,0
4113,need friend right feel like mmmm ... sosad,0
4114,school. school. school. today seems like going great day,1
4115,grr...fatboy slim edc lineup.,0
4116,relaxing...enjoying evening,1
4117,@miamiadc good morning miamiadc weekend great monday also great hope wonderful day,1
4118,message @songoftheoss could let people know booted,0
4119,@shaylasenzafine haha..yeah..th may..lol..im greeting advance haha,1
4120,bragging kitten cuteness cat never came home wanna throw,0
4121,home work. hour sleep putting mile new bike.,1
4122,@felipeazucares everyone seems love it felt kinda lazy repetative me. really disappointed.,0
4123,@hopeluvfaith aww lovely hope great mother s day little mother hen get contact sharn,1
4124,@cssglobe hahah lab.hr lab.ba seems think similar way,1
4125,feeling bored... miss school time,0
4126,go work.,0
4127,th post dedicated sarah sunny weather and love snake plane bring it song died already.,1
4128,downtown drinking celebrating cavs victory,1
4129,@yagulmez yea got outta one too....i want back tho feel way...i m cool dude lil,0
4130,@aclockworktoad yw get really hot middle summer like right perfect less hour away.,1
4131,@kashimae thanks kashi thinking day mad disservice taking ur classes.,1
4132,congratulation mr. jay el mrs. maricar chu wish best world,1
4133,disturbed. sold baby tiger met thailand exotic pet. greedy bastard,0
4134,em... got big list today hubby work weekend going us... think,1
4135,@r city tell brandon said hi,1
4136,trying sleep watching cnn thinking today meeting work...best buy life oh well.. whatever pay alcohol,0
4137,get early feel good day. walk work feeling alright. guess what... work today.,1
4138,yesterday fun.. st concert year [i know late xd].. buena vista social club live free..,1
4139,@meowmeowhotmix chick wont shut stop chirping sit bloody thing.,0
4140,sick n tired people steal people s work,0
4141,@ebonyeeee didnt get text.....,0
4142,@sarahhlouisee thankyou ur night,1
4143,@sashaostrikoff miss,0
4144,ugh back work today,0
4145,finally sunny day sick go outside play.,0
4146,@flickstack hehe never thorw shoe listening varsity fanclub surprise surprise sway sway baby awesome,1
4147,@minicooperr yeahh ryland amazing xd get hug booo suarez seemed bit tbh..but think woken,1
4148,@markfriend asked mum bout going tommorow laughed face lmao,1
4149,ok guy turn laptop pack. tweet u guy road bbl......,1
4150,@katiesol re entered brain orbit thanks watching ryan reynolds mugging away quot just friend quot recently,1
4151,..exams. haha remembrd china buffet king yesterday. vair amusing ....,1
4152,sitting wondering amp wishing bunch stuff never,0
4153,wishing got fij,0
4154,omg icecream,0
4155,another fun night chilled wit homie @ green turtle n park....good times...good times.,1
4156,iced coffee vanilla ice cream uber sick mix,1
4157,baby left gonna get ready again leavin chili full,0
4158,burning tongue ton soup,0
4159,@corrina bitch miss you,1
4160,really cool put topic twitter show...if tweeter twittering twit u got luv http bit.ly anw,1
4161,@shi gaming thingy. mine finally died years. rip.,0
4162,http twitpic.com wff got pretty sweet sticker @refyousuck,1
4163,@clyp thanks definitely will next season rainy come two month s time,1
4164,@elmers miss u,0
4165,helping devin photo studio. sitting back sipping green apple martini watching assemble everything.,1
4166,celebrating mother s day apple pie,1
4167,@itsq lmao... smh one threw off.,1
4168,@alexarpd nice action shot http bit.ly mzfx miss working pole. dont see client everyday lol,1
4169,what s good working double ...jasmin,1
4170,@bb @mespptc yeah okay icing ace bandage sitting @ twitter... lol thanks,1
4171,suck school nothing,0
4172,trying decide movie friends.. going well lol p bible study nite mean b day cake buy own,0
4173,@ivoryvalentine seen quot the fifth element quot make quot super green quot lot funnier,1
4174,good morning friends. happy may bank holiday.,1
4175,@jason manford awww thats lovely thing u say u manchester x,1
4176,good morning twitter bugsssss am day start nowwwww,1
4177,yay last class semester,1
4178,@queensapphyre so matter bet would great it do love right go it,1
4179,@kimble yeah jus glad thunder stopped .,1
4180,@ashika sunshine figured that... ended taking cousin work rain anyway... hit,1
4181,whole life come this......incredibly amazing,1
4182,okay lied meant time next week sooo much longer miss mommy...,0
4183,@heathernkotbfan knight...sweet dreams.,1
4184,good morning everyone,1
4185,listening prima j rockstar dang catchyy,1
4186,@williamfdevault sent twitter invite poet friend hoping come poetize would love see poet poet,1
4187,@xjakexchaosx playing st.pete sold months. im trying go orlando one live st.pete lol,0
4188,interesting show say least. recap tomorrow. first must sleep. work am.,1
4189,@webanime @tbaggins thanks following me.,1
4190,@kelsie marie hey beautiful whats up,1
4191,woke up..busy busy busy day...bake bbyshower cupcake jay bday cake bleach hair amp see boo,1
4192,got haircut felt like guy quot last samuri quot forced ponytail cut off.,0
4193,@divadivachrissy lol wat u making come da way overr for v,1
4194,@christy edmonds oh sorry lot fun though great time,0
4195,@sevenspoons like mine green somehow taste minty otherwise .. heh heh.,1
4196,feeling great today,0
4197,happy star war day.every one ...may fourth you,1
4198,@lmhustlelife shit none. yea last weekend crazy think partied hard thats im sic.,0
4199,still pumped concert saturday. come,1
4200,starting integrating twitter forexforums.org ... look like great partnership welcome chat room tomorow day,1
4201,@stephanie hall gutted wasn t. lmao. think obsessed him bahaha.,1
4202,@veneia great,1
4203,good day ..,0
4204,lol woow okay big deal,1
4205,@katabolickatie tv im watching s show marathon,1
4206,good start day left money home . hot day looking free carparks,0
4207,good morning think time breakfast,1
4208,@bill pritchard come dont see u come dont see u better question lol. need change mister im sad,0
4209,@bb yes said hour,1
4210,@dougpreston well gonna mission find music,1
4211,want buy great album unfortunately dont hav enuff fund quot long time noisy quot,0
4212,last friday high school year,0
4213,@sambennington hey samantha welcome happy mother s day,1
4214,@jonkragel sick like day now...,0
4215,@themakelounge fair want sticker moved away london,0
4216,sitting almost empty dorm waiting jordan come take last thing say good bye. graduate tomorrow.,0
4217,definitely ready plate pancakes.,1
4218,@jojowright thank you god bless im going eaat,1
4219,best show life. mcfly rock world wanna meet guy,1
4220,oh obviously back stupid sleep schedule. luckily church tomorrow.,0
4221,ah thats better snow patrol stuck indoors still weekend coming fresh air excellent hope sunny,1
4222,last day working uni today sad time,0
4223,@ elj ok nice one cheer boss. liking lack fcs today.,1
4224,@yfeandipoo sooooo excited see also love.....let craziness begin daysssssss yahoooo,1
4225,failed cutting peeling mango hah. weird trying father like nothing.,0
4226,got home wonderful day family much fun today.,1
4227,u who s heart break little time year know loved next week new week.,1
4228,shit lost star trek ring starfleet academy class ring w golden gate bridge it. got high school graduation present.,0
4229,@andyclemmensen seen game website awesomness go msn,1
4230,@ciaoamalfi great local stop ask direction even better know answer,1
4231,@momofcande miss,0
4232,@imfunsizee jarita going home two hot guy drool.,0
4233,@bookfoolery used book expo canada toronto cancelled year beatwittyparty beatwittyparty,0
4234,@tiny oh no guess officially big nerd now. heard movie great even like trek...,1
4235,eating tito s home made ice cream yum,1
4236,walking home listening music singing myself. d six foot star,1
4237,@toffeetfb wa great day.,1
4238,@xodedexo omg get coupon time you obsessed catalog come mail,1
4239,@jasonmitchener yes sir...i acquired master art christian ministry a loooooong journey completed today...so thankful,1
4240,@ambercadabra wow watched movie ages. quite fantastic.,1
4241,simon idol might say life sentence good enough chester stiles. one rape year old child f why,0
4242,@sentimentalizzy yeah hope so. excited,1
4243,lunch with me eat alone soo long oh well,1
4244,wtf little year old wanna thug ugh can t everyone friend clique like back old day,0
4245,@ddlovato wish there live holland going see paris,1
4246,wanna see upppppp,1
4247,tonight fun,1
4248,@meeshthebeast dee mack talking baby almost grown up,1
4249,im feeling nostalgic. im sad. happy. feel. over time. feel over. love you.,0
4250,life suck,0
4251,good morning kid going back school sick days. looking forward productive week. happy monday,0
4252,tryin fall asleep work...,0
4253,book today well could bothered work weather good,0
4254,efteling great nice time family dinner.. forget key car hmmm bless anwb back germany,1
4255,@catsinthetree listened eye fire enjoyed it. thanks,1
4256,@moonfrye happy mother day,1
4257,jay leno s last show tonight,0
4258,watching justin timberlake snl,1
4259,wicked dvb s tuner card arrived. although sure able get set ready fa cup final tomorrow,1
4260,watchin favie @themandymoore said so..then catching much needed sleep goodnight,1
4261,head bruised really bad,0
4262,excited rove tonight jennifer garner gina riley,1
4263,happpppy mother day,1
4264,good monday all. still wet outside inside sunny feeling surge warmth energy. good day,1
4265,ha sure hey text normal.,1
4266,@lesliein said bummed missed it . sigh want go california,0
4267,@mrs mcsupergirl ok finished set u free sooooo mad rite now...it cant end like that dont want bad guy,0
4268,oddo s grandfather passed away sleep,0
4269,@bloodhoundgang aww that s awesome good guy,1
4270,spent evening gala high school drama company s th anniversary. lot memory,1
4271,@davewares working day weekend over aah well another one coming week,0
4272,@susancosmos @speakgirl thx sharing,1
4273,@marsacademy hug you aw m sorry feeling sad e,0
4274,@sobbee naw.. pretty tame. guy costume.. voyager style quot medical quot uni. disappointed costume.,0
4275,fam back big island said vog bad can t see ocean. sad,0
4276,new logo web cheak it ...gallethoo,1
4277,@woodywoodford unfortunately leave house time,0
4278,@tommcfly saw tues last niiiighht lt amazzzing didnt even notice forgetting wordddss,1
4279,trying install vodafone internet key eeepc. remember worked box. today want work,0
4280,dann vegas. misconnected next flight midway. tonight hotel w o undies,0
4281,likewise @buttahbrown better ask appreciate neglecting sir fresh.,0
4282,think june gloom arrived,0
4283,seen load new photo stuff new moon cant wait lol l taylor lautner lol take shirt time yum ]... lol,1
4284,@reallifekaz cant come toniiiite arggh want tho fun uss. well def see u morrow nite tho,0
4285,@henryandfriends thank thinking u caring,1
4286,want greet mom s happy mother day may enjoy day,1
4287,listening miley cyrus breakout cd love it,1
4288,@sugarreddrive thx following r band kind genre play nice meet,1
4289,happy mother s day lady hope wonderful day.,1
4290,@strandell several day ago great though,1
4291,hey @robluketic back robluketic live gt http ustre.am wv,1
4292,listening dashboard confessional amp counting day @varsityfc concert may th @ashgoz,1
4293,@anhhoang sorry posted vid again load me...,0
4294,dont mind long line there super cutie front me. bad wearing gay bracelet girl name,0
4295,shrunk favourite cardigan. hubby said buy new one. practically lived gone. shall say word,0
4296,@devyra hahahaha definitely still writing,1
4297,bout watch notorious cause that s feelin now. wish could eat something can t. surgery tomorrow. food til saturday,0
4298,@cestcassie aw song make think girl scouts.,1
4299,@danijelabaron good morning lincolnshire. could use exercise also,1
4300,@etschuetz sux mayb btr u nvr know,0
4301,@tenotch awesome glad like it. fyi platinum note . free upgrade summer,1
4302,jordie little bit,1
4303,@rainbowanne well nice thought lasted. maybe leave properly next time cross finger,0
4304,@pennynash scared daleks dw exhibition cardiff.,0
4305,@camillecakes nice called lmao,1
4306,@bowwow would afraid got two left foot,0
4307,@jonathanrknight awww sweetie. hope mom wonderful mother s day,1
4308,@novemberlight sometimes fail,0
4309,@spazzyyarn totally got you think awesome.,1
4310,@margjoc haha aware one contract uti. training work tomorrow morning go bed early,1
4311,@mrssprousex mee look amazeeeeeee,1
4312,@selenagomez come back canada soon miss you,0
4313,accepting maid applications. would nice start first thing tomorrow would make wonderful mother s day present,1
4314,@karleemay @kelly horror movie obsessed. esp campy s film troma. wish work tomorrow,0
4315,omg... folding laundry matched sock perfect pair good laundry folding day,1
4316,going home. hope one saw play.,1
4317,@ksdaisy aw...poor thing.,0
4318,@faninfo absolutely good backup romo december.,1
4319,@jessereed u watch day earth stood still u see bye u got d c... im sad left ur gone ily lt,0
4320,booked ticket london thursday exicted,1
4321,@ivy blue chauffeur quot some kind wonderful quot idea perfect woman,1
4322,decide time something devil always counteract frustrating discouraging...,0
4323,far vigorous pruning regretting removal many cucumber flower cucumber plant.,0
4324,miss way much... cnt stop thinking nite nite folkkz...,0
4325,alright day going well got home potato salad gone,1
4326,@jordansgirl drag but part come handy hee hee,1
4327,feelin lonely spendin last hour friend,0
4328,play tennis bel air court wet but play anyway.,0
4329,@aaronob it itunes lost songs.,0
4330,@shortyyyy . curtain two rug make bathing exciting hahaha,1
4331,watching star trek tonight. heading lovely dinner fun board game night @chrisweis,1
4332,@miguellf want ot protect moleskineï¿½ notebook worldwide. all.,0
4333,starting @chuckreynolds bday bash blue moon photo http bkite.com kx,1
4334,@jwalsh damnit all. sucks. one one thought drag back lol,0
4335,fantastic week london atrocious hour journey home,1
4336,@apizzle thanks made morning,1
4337,@kellykleinwi okay thanks,1
4338,@gheekchik hmmm...the one restaurant one grocery sad. dukbolgi.,0
4339,university hungry,1
4340,got new follower yesterday yay need til,1
4341,cub game cold. think going rain.,1
4342,ugh id better get work,0
4343,cutest cat moment video http shrt.st ce enjoy,1
4344,soooo cold amp ugly out,0
4345,@ninjafanpire anytime can t match stamina... nice warm comfy bed calling screaming name...lol night ninja,1
4346,@dbdc lol hate happens hyped know it lunch sound nice..hope nice time.,0
4347,@ciaee yessir yessir three cheek full.,1
4348,@turch aww congrats family. send piccies email,1
4349,getting ready dayyyyyyyyyyyy. hope work go good,1
4350,@dhanraj good luck final,1
4351,@martinhavlat dang wish could go ticket sunday game,1
4352,@rliversidge great stuff can t wait hear it,1
4353,@pettles know can t believe say bleedin song donnie rap it tut,1
4354,xfiles disc work.. rippin,0
4355,finished loading aim. guess what get update twitter it message at katie arttt,1
4356,lovely day sky clear bird singing stuck office window hour,0
4357,super pumped quot relay life quot tonite. walking honor sweet grandpa uncle howard past yesterday,0
4358,went shopping lil... deserve it... night town big city norfolk,1
4359,@dhughesy me oh wait wrong state,0
4360,think ive buggered mobile ack. stubborn arse refuse get new one.,0
4361,@marshacollier indeed excellent movie.,1
4362,yaaaaaaay bday,1
4363,@brianiwama amen brotha,1
4364,@prince aries person something common then lol jk....,1
4365,full thanks food jean brought half watermelon eat freeway crash die.,0
4366,nice night golfing,1
4367,happy mother day feliz dia delas madres mine already heaven.. miss you...,0
4368,@sunflower seed dude say,0
4369,stoked spring amazing wild food nature abundant bless up,1
4370,@tyleigh thanks hope find job soon ...oh almost forgot landed role indie flick first audition ever lol.,1
4371,youtube working properly anyone else can t watch video keep failing load,0
4372,pappadeux yummy strawberry lemonade,0
4373,@pandalion wow totally awesome action guinea pig want go see now now think allowed take lance,1
4374,@mizzyalana nice bea bummed can t make try get together near future.,1
4375,@jonathanrknight understands long hour,0
4376,another bday w special friend,1
4377,happy,0
4378,bought awesome shooeessss,1
4379,salary actually spend money. hooray time go shopping dinner ahora say goodbye @yusufyusuf.,1
4380,@sarahblevins know,1
4381,kinda done trying. ugh. oh well worth effort. long day tomorrow. night tweeter,1
4382,@dzaniff searching interesting people twitter found link blog posted profile.,1
4383,heard basment jaxx s new song quot raindrop quot ...that s fantastic make dancing can t wait fuji rock festival...,1
4384,writing word newsbites http plurk.com p wybh,0
4385,anyone need help image let know convo forum s link,1
4386,good morning want breakfast,1
4387,@buddytv found giveaway.. wish would known sooner happens unclaimed city,0
4388,@dailypep sure cry unopportunte spelling moment,0
4389,@therealgiftednj yeah,0
4390,@carocat nooo hey back next week moving back good,1
4391,@ happiness chinese totally disappointed food usually good fail,0
4392,page done eclipse,1
4393,happy mother s day http bit.ly lrsng,1
4394,@frogworth hey great gig exchange track via ze emayal lost loop right still writing xx,0
4395,http twitpic.com wdui festive aint hehe,1
4396,@chevelleluv p.s. sorry ur uncle,0
4397,watching army wife always make cry,0
4398,star trek hd.... impressed.... beam spotty,1
4399,wow bed comfy amp nap much short. getting work want.,0
4400,@rdougan wish wa well past hour been. bed. proper migraine,0
4401,@chocolatesuze yes yes should especially wine mushroom ummm love mushies,1
4402,@howie d pleassure making smile. nice day making smile well twitter.. aahhh nice..,1
4403,yay bought american dad volume also seen australia dvd. could lot cheaper going...,1
4404,@tiffanyq swimming tanning heaven blasted music tanning world.,1
4405,ooh lovely ridiculous amount revision left,1
4406,phped . running successfuly via wine get em running,1
4407,even mile mile apart still holding heart day jonas brother d concert experience w candice,0
4408,@msnewappearance hey thanx following me follow,1
4409,good morning every gorgeous n im stuck work wish home chillin out.. hopefully tha day go quick doh,1
4410,thnkn bout yesterday..best day ever amp day virtu v treviso da futurshow..hard game gotta win forza ragazzi,1
4411,almost done first day spa...i missed place headed fort collins close casa de kent,1
4412,thrilled marathon sunday assigned street. less,0
4413,back hurt heating pad it... stupid ladder collapse make fall back bum,0
4414,damn got turn alarm woke am,0
4415,hate bringing ipod school,0
4416,@sassyback right karla best movie made,0
4417,still mother day lunch uncle house. nice time,1
4418,getting ready summy yummy cocoa crispies,1
4419,heading theatre show tonight exited,1
4420,fun night bekah talkin stuff. wuv,1
4421,dinner family. watching wild child car,1
4422,@jae aha thanks jae,1
4423,@asheruk wanted go birthday...,0
4424,@yaseminx know. hahah xd cha doin,0
4425,dinner ali tonight celebrating first day new job near trader joe s might stop,1
4426,@roqayah good morning,1
4427,@pon and zi thanks way,1
4428,strongly agrees jason wolverine hugh jackman. sorry. kid mouse.,0
4429,good morning ate pizza breakfast,1
4430,@rpulse clicked check picture angelina went spam site ordering check .. go figure,0
4431,philadelphia phillies brett myers indefinitely injured hip http tinyurl.com megxu via @phi phillies nooooo,0
4432,done positive affirmation back japanese yay bank holiday monday,1
4433,fuckin tired. get home till . work bjs,0
4434,good day lake mirror kid happy get clean cabin today... err two outta three ain t bad,1
4435,oh well go hope seamless transfer blog however track running sometime eve,0
4436,need push diet last level. good last week lost lb. . better gain,0
4437,@miraaaaa hahaha. eat then,1
4438,@ep problem adult shirt too. annoying since lot adult player shirt come kid size,0
4439,lula feeling well. http tinyurl.com mkcsq,0
4440,@atomicfern made day http tinyurl.com cumqmv,1
4441,@gulpanag congratulation heart hacker computer hacker@,1
4442,@mitch iso too adorable could tell pressure got her.,1
4443,@morgret probably not kinda expensive work. people weekend work.,0
4444,industrial repierced made cute little friend,1
4445,@vegasrex wish time back airport already,0
4446,@chrishornby very. ill attempting remember lot nothing going in.,0
4447,really annoyed work appear blocked facebook now...,0
4448,@retrorewind dave thanks playing happy birthday nkotb. today bday lonely bday today.,1
4449,@afish awwww jim jam good dodging meatball woo,1
4450,@nettagyrl make sad follow someone converse similar bios follow back,0
4451,oh yes happy star war day. may fourth you...,1
4452,happy mother day mum,1
4453,ok want quit job.....,0
4454,@mad gab bask misery together,0
4455,gonna miss live comet action tomorrow go take care cousin access interwebz,0
4456,@socallove yeah get better though know it,1
4457,what s worse fever sore throat cancelling trip see little bro fever sore throat.,0
4458,skipping school like cool kid,1
4459,jumping nearest bridge can t,0
4460,@glasgowgooner boo well good fun tho.. suck u cant get cards.. finished th last night tpt took @street lol,1
4461,hahaha yay emily cool @emilystack,1
4462,@markk h wake up tweet let know ur msn. really need talk miss,0
4463,@jtimberlake went resteraunt nyc aaaaaaaaaamazing,1
4464,@ borgellaj know what cat,1
4465,received phone call new patients...i guess mean work tomorrow,0
4466,@thatkadygirl every day life lately. feel ya girl lt,0
4467,@biffbarker ohhhhh miss brunch,0
4468,@warmnfuzzy re direct energy creating men s jewelry. frequent walk too.,1
4469,miss th floor view...,0
4470,uggh everything sending you keep sending twitter. forward you suck life,0
4471,@rckstar gotta that ... sad,0
4472,guess what second time around... still fucking great,1
4473,@jjooss think [ wish could give tear blood make feel better,0
4474,rey mysterio awesome,1
4475,sad say bye bye beautiful mountains. http twitpic.com k,0
4476,spoke class dreaded ch bio test,0
4477,earthlink say modem dead. want buy new one sign one year contract argh,0
4478,happy imma get see lovely lady,1
4479,getting ready launch podcast chapter quot turning left albuquerque quot morning. know excited i,1
4480,moredays.moredays. yay.yay. taken nearly finished better good,1
4481,got done working nate today...got another yippee going vacation next week brave calc own.,1
4482,@suewaters sorry failed grasp meaning,0
4483,chatting old classmate hellyeah fun weird conversation haha. @dyankaaa hello bbm lo error ya,1
4484,got home. went totoro cafe finally first time ever. liked it colorful place. happy atmosphere,1
4485,@mspixieriot sucks...wish could get cheaper... montreal there s cool shop carry there,0
4486,@amyqcoocachoo thank yyyyyyyyyoooooooooouuuuu,1
4487,@alicedric can t wait it. love scripts. honestly future career script writer stock twit,1
4488,hernia hurting way usual tonight way able go out,0
4489,@andreshenriquez thanks ff shoutout you stuck extra e username tho link work,0
4490,happy mother s day mom,1
4491,@angelica yo lol wow dawg sound like playing feel bad haha,0
4492,@daniamiwa parade yesterday powderhorn guessing ava bella similarly mesmerized whimsical fairyness,1
4493,@flahmanow nï¿½o te vi onteeeeeeem,1
4494,@laniew exact one thinking bestttt.,1
4495,guinness got new toy mom dad house. hooray free stuff,1
4496,hot wing cafe willyum mild spicy bbq curly fries.. delicious http twitpic.com wesr,0
4497,time get ready work,1
4498,@danielradcliffe nice see tweeting sunday th may celebrating mother s day today. nice yer mom,1
4499,another favorite local place bite dust con sabor cubano place go amazing cuban sammiches closed,0
4500,@ chloe yes youtube may th made feel x better. halarious.,1
4501,@joiskol room make sad.,0
4502,filming carnival music video... reminds cherry festival used go back home... ahhh memories...,0
4503,going miss springwatch tonight going make garden,0
4504,got alot runnin around today get job app completed file... glad got job,1
4505,@brandonsmithceo wow. that s look really good. wish some. good,1
4506,@fuelbot hahahahahahahahahahahahaha could interesting,1
4507,@ayende lol army starfleet rule meant broken get job done. that s get medal,1
4508,@sevenspiral worry good news good spread,1
4509,soo tired.. still kinda angry missed concert,0
4510,@narain dun wanna travel way lunch now. yeah there. nice place. missing shan e punjab though...,0
4511,great time vacation sure heck want go work tues.,1
4512,waiting someone s sms. week nearly month,0
4513,@stevebrown noo good guy better x,1
4514,@jenrolton awwwww would virtual high five make better,1
4515,@phillyreds sad true,0
4516,tomorrow valeria s lunch going get hair done im arraving late got cousin babtizm whatever spell,1
4517,chapter ... probably monday. still need comments.,0
4518,@maddiewan maddie start working watch world,1
4519,@stii no make realise doomed humanity usa,0
4520,im really really excited try guy,1
4521,enjoying nice couple dad brother bad never really see anymore...,0
4522,@rkuang know right super excited told y all busiest time year,1
4523,@esatt wanna see here,0
4524,hanging roomies. adore gentleman live with. great people good talk discussing boy issue,1
4525,@bella im going inlaws tonight. hopefully new niece there need kid inlaws me,1
4526,@hansenbanana kayyy xd yeah everyone always talk part dog dy need find movie seen xd,1
4527,cried...,0
4528,stuck ... going nd job ... ... can t find good office job,0
4529,come kirk hook wii wifi....you eeet,1
4530,@boy kill boy would really great....except im allowed talk boy phone long story...my fault,0
4531,miss,0
4532,field day sad. ribbon me.,0
4533,still eat. still office. get sick throat day leave air condition throat killing tour bus,0
4534,@johncmayer lol totally made laugh made day,1
4535,@ankita gaba evrytime listen name tat plce reminded mojojojo dexter s lab,1
4536,can t even gift money away days. re http ff.im lqux,0
4537,star trek sooooo awesome spock kirk hillarious im seeing again. sooon.,1
4538,aaaah taking back sunday playing new york day leave,0
4539,@hobbz really think awesome discus,1
4540,@bumblebeex yeah freedom awesome great little independent,1
4541,@deiu guy moving la far shall make castle leave,1
4542,@michaelsmith lol wen mum used take kid wud always eat bread instead haha.,1
4543,@bunnymousekitt hahaha yes discussion always seem jump around randomly,1
4544,@ madison that s get abandoning u miss you.,0
4545,well school s finally idk sad miss teachers. goodbye mr r. mr. collister,0
4546,launch today. teacher changed plan watched stupid move tesla,0
4547,damn paid like first slightly stoopid show charge pop make sad...,0
4548,@aboresearch pleased hear it still shamed sometimes hear men,0
4549,got back home shit.. meeting tmrw staying sea view even dont fresh undergarment tiring hr working day,0
4550,nungguin sista law lahiran di r asih...kayaknya sih sore ini lahiran. yeayy another baby girl family,1
4551,@aaronob music teacher either expired forgot lesson leaving outside waiting ride pick hour.,0
4552,lunch. watching hole bbc.,1
4553,blog updated,1
4554,time mimi s,1
4555,@lancearmstrong want massage,1
4556,. am. wanna wake up. shoo roommate shoo.,1
4557,home tonight much fun goodnight twitterbugs,1
4558,going sleep,0
4559,justin timberlake leonard nimoy dick box sequel priceless,1
4560,@slinkawoogie honored hear name breezy track hope u liked shit drunk bowling,1
4561,@darkgracie nice song come,1
4562,burnt agenn nice day tho xxx,1
4563,oh pw done wrong. signing time ur child s article wrong...and neil gaiman tease me. bea,0
4564,@justinphillip. awesome kind,1
4565,baseball game whoo hooo banquet yesterday hyhtt sooo fun,1
4566,@carothenyx aww im sorry im home hope ok love ya wifey lt xx,0
4567,@chrisdjmoyles get lol time eating id hate late,1
4568,@anomalei well glad one mine s bad resort pulling old hairband disguises...,0
4569,@pairadocsdesign radio x . going sport next month. radio dead. grandrapids,0
4570,renegade last day today and...well... gone... catch gutted... closest came greenock kilmacolm,1
4571,@rainboweagle yeah replied meant take photo drink laaazy didnt x,1
4572,miss nicc today.,0
4573,@sammythewizzy oki great. best,1
4574,wish go root pinic,0
4575,learnt something new today,1
4576,@katieeeian missing devil wear prada sad...,0
4577,@kayemeff almost birthday,1
4578,@crazy people sure,1
4579,want go swimming,0
4580,wanna go beach...but study,0
4581,@sentimentalizzy lady water pure b remember enjoying films.,1
4582,@jaiash anytime that s im giggle,1
4583,@teamwinnipeg gerry thank following me ..help spread news...further...i think cool...thank u thank u thank u,1
4584,sad day love maï¿½ year ago,0
4585,yep @candymantk. sleep fail. another hour d amp d fail.,0
4586,awsome voice. bored nothin really consider going back school yeah right rather cry boredom forever,1
4587,@txp hi there nice meet,1
4588,disappointed know got silver award. want gold award. hate second best.,0
4589,@redhalo pax goddamn fucking suck hug,0
4590,love bank holiday,1
4591,@squares will thanks,1
4592,matty le tired.,0
4593,@mikeandbobshow awww nice.,0
4594,got crush issue tomorrow friend going india whole summer im back sad.,0
4595,@getsmart haha...live long amp prosper. movie better thought awesome job pleased,1
4596,@alohazen u hav garden bunny probs r decidedly uncool. thanks d link,1
4597,fab sunny day,1
4598,@mamahinai list paid get in you cant go out gettin hot went outside,0
4599,movie weekend watched movie far,1
4600,got home school lol week left yay summer school,0
4601,@ladylogan wish could...but @ work on...,0
4602,respect @fresh heineken man bag http twitpic.com jdrg,0
4603,@fayewhitaker shame freud can t follow implication,0
4604,tired sad,0
4605,@keza sound like kinda day,1
4606,watched yes man good http tinyurl.com dbrc,1
4607,spent little much wombat cool cuz time take care tamara good. yay,1
4608,figured twitter phone,1
4609,@daltnnn woof wish allowed go,0
4610,science class right now... urgh... stupid project.. wanna go track school tired lol,0
4611,one days.... pray get better..,1
4612,can t bothered working tomorrow,0
4613,restoring new itouch . excited use it. yeeeeeeeee. goodbye itouch .,1
4614,@aclockworktoad take lot pic really pretty there lot palm trees.,1
4615,@journo at work agree totally think though take point everton liverpool beat man city happy day,1
4616,@cardineb teehee. good show anyway,1
4617,raining fine rain u know fine rain wet,1
4618,perfect outside work,1
4619,@brighit @lilypenelope @guy vincent @torbengee @@winsorandnewt missed party bought wine everything,0
4620,@eddievedder luck u coming detroit luckily seeing u crew chicago,0
4621,finally eating unagi saving while udon ] agh realized band playing bear garden today one like,1
4622,wow. way discouraged idk anymore... fml.,0
4623,@devontebrown cuz love me. dont make sad,0
4624,@cashric miss u ceddy,0
4625,burned tongue,0
4626,@charlieskies actually better name fluffballthegodzilla my youtube username . ive beaten,0
4627,yeah going makati cinema square dad later. haha,1
4628,@joeyarceo yeah new material.,0
4629,hub day parade of course cancelled castle show mid show,0
4630,@cohoons world lol poor cubby brewer roll ranger lost leaf won,1
4631,lol @ kalahari.net marketing quot may th you quot,1
4632,@chrissinicole guess thats lol,1
4633,@cynthiay dr hook awesome,0
4634,pom pup favoring front paw.,1
4635,happy sunday beautiful day london... meet chergo breakfast xx,1
4636,@xzenax bad time everyone whywhywhy write essay fair,0
4637,@ashleeadams know say except hug,0
4638,lonely need company,0
4639,@kujakupoet computer got screwed hell viruses. finished wiping drive reinstalling window xp want mac...,0
4640,@memphianmallory traumatic even discus none yall here everyone left weekend.,0
4641,sad probably never see fleetwood mac.,0
4642,hate pain,0
4643,@wyatthaplo haz beer too oh wait... work...,0
